respondent_id,age,gender,field_of_study,sleep_hours,physical_activity_hrs_per_week,caffeine_intake_mg_per_day,academic_stress_level_1_10,resting_heart_rate_bpm,diet_quality_1_10,pre_exam_anxiety_level_1_10,screen_time_hrs_per_day,social_media_hrs_per_day,screen_time_before_bed_minutes,notifications_per_day,uses_productivity_app,favorite_content_type,study_hours_per_week,procrastination_level_1_10,frequently_procrastinates,class_attendance_percent,late_assignments_per_semester,gpa,family_academic_achievement_history,takes_extra_tutoring,major_life_event_this_semester,digital_academic_wellbeing_level
STU-04221,18,female,Electrical Engineering,4.7,1.0,327.0,3,80,5,4,12.5,8.0,0,0,No,Gaming,2.3,9,Yes,76.4,2,2.32,No,Yes,No,Low
STU-04223,45,Male,Culinary Arts,6.1,2.2,272.0,4,88,7,4,13.4,6.7,16,38,Yes,Entertainment,11.4,7,No,76.3,1,2.25,Yes,Yes,Yes,Medium
STU-04224,31,Other,Fine Arts,7.2,2.7,,8,100,9,4,4.5,4.2,1,112,No,Gaming,4.5,6,No,70.8,2,2.83,No,No,No,Medium
STU-04225,36,Male,Computer Science,8.1,4.0,145.0,2,83,4,1,5.4,1.7,40,75,,Gaming,4.5,9,Yes,97.3,1,2.24,Yes,Yes,No,High
STU-04226,51,Female,Nursing,7.4,1.7,347.0,6,70,9,2,16.0,6.3,62,112,Yes,News,13.6,5,No,90.1,4,2.42,Yes,Yes,Yes,Low
STU-04227,28,MALE,Computer Science,7.5,1.6,215.0,10,86,9,6,9.8,7.6,51,112,Yes,Education,2.3,9,Yes,80.7,9,2.17,No,Yes,No,Low
STU-04229,49,Female,Culinary Arts,6.3,1.6,234.0,2,116,9,2,14.2,7.2,36,112,No,Social Media/Trends,2.3,5,No,97.5,4,2.42,No,No,Yes,Medium
STU-04230,57,Female,Sports Science,6.0,6.0,263.0,2,101,6,2,5.4,5.5,43,38,Yes,Education,6.8,1,No,83.7,0,2.42,Yes,No,No,High
STU-04231,49,Female,Law,5.1,5.1,527.0,9,65,8,6,5.4,,33,150,No,Gaming,6.8,10,Yes,75.0,6,2.73,Yes,No,No,Low
STU-04232,30,Other,Medicine,8.6,3.4,580.0,9,80,6,6,11.6,3.4,39,38,Yes,Social Media/Trends,11.4,4,No,94.7,3,2.68,Yes,No,No,Medium
STU-04234,63,Male,Law,5.2,2.9,276.0,8,101,3,5,6.3,5.5,33,38,Yes,,6.8,1,No,78.2,0,2.64,No,Yes,Yes,Medium
STU-04235,47,Male,Information Systems,7.2,1.9,173.0,7,87,1,3,8.9,5.5,16,75,Yes,Social Media/Trends,11.4,5,No,75.3,2,2.57,Yes,Yes,No,Medium
STU-04236,45,Male,Visual Communication Design,5.8,4.6,126.0,1,85,10,1,16.0,7.2,0,112,No,Social Media/Trends,2.3,2,No,62.6,5,2.27,Yes,No,Yes,Low
STU-04237,33,FEMALE,Visual Communication Design,6.7,4.0,251.0,5,69,5,3,8.1,6.7,83,112,Yes,News,2.3,6,No,75.9,3,2.2,No,Yes,No,Medium
STU-04238,43,Female,Medicine,7.0,3.6,570.0,10,82,10,7,5.4,0.8,82,75,Yes,Entertainment,13.6,7,No,73.4,3,2.87,Yes,Yes,No,Low
STU-04239,63,Female,Information Systems,6.6,1.5,114.0,6,86,2,5,4.5,2.9,26,112,Yes,Social Media/Trends,,3,Yes,94.6,3,2.99,Yes,Yes,Yes,High
STU-04240,37,Male,Sports Science,4.6,4.7,82.0,2,66,3,2,5.4,0.4,20,75,No,Gaming,9.1,1,No,79.2,5,2.66,Yes,No,Yes,Medium
STU-04242,36,Other,Law,6.4,2.5,528.0,10,68,9,6,1.9,3.4,32,38,No,News,4.5,2,No,92.6,1,2.41,Yes,Yes,No,Low
STU-04246,61,Female,Culinary Arts,5.2,4.3,333.0,10,100,10,5,4.5,6.7,54,112,No,Social Media/Trends,0.0,10,No,71.0,5,2.28,No,Yes,Yes,Low
STU-04247,33,Male,Fine Arts,6.0,5.9,63.0,2,112,7,3,14.2,0.4,39,75,No,Entertainment,4.5,7,Yes,73.3,4,1.97,No,Yes,No,Low
STU-04249,45,Other,Electrical Engineering,6.3,1.2,,8,88,7,4,5.4,5.9,8,112,No,Education,0.0,8,No,64.9,0,2.12,No,No,No,Low
STU-04250,28,Male,Other Program,7.2,3.3,222.0,4,72,7,2,4.5,7.6,29,75,Yes,Social Media/Trends,2.3,1,No,97.4,5,2.52,Yes,No,Yes,High
STU-04251,33,Female,Visual Communication Design,7.1,3.4,226.0,8,99,1,4,1.0,0.8,4,75,No,Social Media/Trends,0.0,9,Yes,80.4,3,1.73,No,No,No,Low
STU-04252,28,Other,Electrical Engineering,6.0,5.6,323.0,5,75,7,2,3.6,0.0,88,75,No,Social Media/Trends,2.3,6,No,78.6,4,2.4,No,No,Yes,Low
STU-04253,32,male,Education,6.9,4.0,276.0,8,117,10,5,1.9,5.1,48,0,Yes,News,9.1,8,Yes,,2,2.23,Yes,No,No,Low
STU-04255,41,Female,Fine Arts,5.2,4.8,83.0,7,93,8,4,15.1,4.2,66,0,Yes,Social Media/Trends,6.8,10,Yes,61.2,6,1.83,Yes,No,Yes,Low
STU-04256,50,FEMALE,Nursing,5.8,1.0,,1,111,6,1,1.0,1.7,63,0,Yes,Entertainment,,6,No,70.3,3,2.45,No,No,No,Medium
STU-04258,57,Other,Culinary Arts,7.8,0.2,171.0,6,113,9,3,16.0,1.7,26,38,Yes,Entertainment,4.5,5,Yes,82.2,8,2.32,No,Yes,No,High
STU-04261,58,Female,Other Program,7.0,4.2,89.0,6,84,3,4,8.1,3.4,36,38,No,Gaming,6.8,1,No,76.2,0,3.07,Yes,No,No,High
STU-04262,43,Male,Information Systems,7.6,3.5,311.0,8,78,2,4,4.5,3.8,73,150,Yes,Social Media/Trends,6.8,10,Yes,68.0,6,2.29,Yes,Yes,Yes,Low
STU-04264,26,Other,Information Systems,7.0,4.3,397.0,4,65,1,1,4.5,0.4,74,150,No,Entertainment,0.0,5,No,75.7,4,2.27,No,No,Yes,Low
STU-04266,18,Other,Law,6.2,2.3,588.0,10,74,3,5,5.4,4.2,12,38,No,Entertainment,2.3,2,No,80.3,0,2.82,No,Yes,Yes,Medium
STU-04267,48,Female,Computer Science,7.0,2.7,192.0,5,69,7,5,8.9,3.8,66,38,Yes,Entertainment,2.3,3,No,82.9,0,2.57,Yes,Yes,Yes,Medium
STU-04269,39,Other,Education,6.0,2.5,33.0,3,80,3,3,11.6,4.2,32,38,Yes,Gaming,11.4,7,Yes,82.9,4,2.31,Yes,Yes,No,Medium
STU-04271,49,MALE,Nursing,5.0,1.1,425.0,9,90,4,9,14.2,5.5,23,150,No,Education,13.6,4,Yes,73.8,7,2.21,No,Yes,Yes,Low
STU-04272,54,Female,Biology/Science,6.4,0.6,522.0,3,93,10,3,4.5,,41,150,Yes,Entertainment,6.8,4,Yes,81.0,2,2.55,Yes,Yes,Yes,Medium
STU-04273,47,Male,Visual Communication Design,7.2,3.0,135.0,7,88,9,5,9.8,7.6,15,75,Yes,News,2.3,4,No,81.7,5,2.46,No,No,Yes,Medium
STU-04274,24,Other,Biology/Science,6.1,1.2,260.0,3,65,1,2,10.7,1.7,71,38,No,Gaming,4.5,2,No,85.4,4,3.19,Yes,Yes,No,Low
STU-04275,59,male,Biology/Science,5.7,1.4,488.0,5,119,9,5,1.9,0.8,56,150,No,Entertainment,2.3,3,No,,3,2.04,No,No,No,Low
STU-04276,55,Male,Fine Arts,6.8,8.5,296.0,10,98,10,5,3.6,5.5,19,150,No,News,4.5,7,Yes,78.8,6,2.07,Yes,No,Yes,Low
STU-04277,31,Male,Biology/Science,7.2,3.6,462.0,1,76,6,1,9.8,1.7,21,112,Yes,Social Media/Trends,0.0,7,Yes,84.9,4,2.14,No,No,Yes,High
STU-04278,29,Male,Computer Science,6.9,2.9,123.0,3,83,5,3,8.1,5.1,2,75,Yes,Social Media/Trends,4.5,4,No,90.5,4,2.67,Yes,No,Yes,High
STU-04280,32,male,Computer Science,8.4,2.5,321.0,2,60,7,1,1.0,3.8,25,150,Yes,News,0.0,4,No,79.5,2,2.3,No,Yes,No,High
STU-04281,48,Male,Information Systems,6.4,3.1,268.0,9,95,2,4,2.8,3.4,18,0,No,Education,6.8,10,Yes,85.0,7,2.01,Yes,No,No,Low
STU-04282,56,female,Medicine,6.5,8.2,357.0,1,101,8,1,10.7,1.3,40,38,Yes,News,6.8,8,Yes,69.0,0,2.51,No,No,No,Medium
STU-04283,18,FEMALE,Sports Science,9.5,0.1,89.0,6,104,5,3,1.9,,22,75,Yes,Entertainment,0.0,4,No,,2,2.94,No,No,Yes,High
STU-04284,43,Male,Medicine,5.8,1.6,352.0,3,109,3,2,8.9,8.0,24,0,Yes,Education,2.3,3,Yes,72.5,5,2.53,No,No,No,Medium
STU-04285,49,Other,Biology/Science,6.3,3.3,,2,90,7,2,6.3,4.2,0,0,Yes,Education,6.8,2,No,87.2,2,2.73,Yes,Yes,No,High
STU-04286,39,Female,Information Systems,7.0,0.7,158.0,10,67,5,4,2.8,5.1,46,150,Yes,Social Media/Trends,2.3,1,No,75.9,4,2.73,No,Yes,Yes,Medium
STU-04287,19,Female,Electrical Engineering,7.2,2.6,526.0,3,71,6,4,5.4,5.9,22,38,No,Entertainment,6.8,7,Yes,69.1,3,2.44,Yes,No,Yes,Medium
STU-04288,40,Female,Other Program,7.1,4.1,121.0,8,106,1,4,14.2,0.4,7,38,No,Entertainment,6.8,4,No,73.1,3,2.52,Yes,Yes,Yes,Medium
STU-04289,31,Male,Other Program,6.4,5.2,272.0,1,82,4,2,10.7,0.0,43,0,No,Entertainment,2.3,3,No,87.3,5,2.58,No,Yes,Yes,Medium
STU-04291,32,FEMALE,Culinary Arts,5.4,4.6,142.0,8,88,9,3,13.4,5.1,12,112,Yes,Social Media/Trends,2.3,3,No,87.8,3,2.24,No,Yes,Yes,Medium
STU-04292,62,female,Computer Science,6.9,5.1,356.0,6,117,10,3,8.1,4.6,15,38,Yes,Social Media/Trends,0.0,2,Yes,75.0,5,2.49,No,No,No,Medium
STU-04294,56,Other,Nursing,6.5,4.2,193.0,6,106,4,3,7.2,2.5,15,0,Yes,Gaming,11.4,4,No,79.9,4,2.53,Yes,No,No,High
STU-04295,58,Female,Information Systems,5.9,2.5,371.0,5,91,2,4,1.0,7.6,61,75,Yes,Social Media/Trends,4.5,5,Yes,81.3,1,3.0,Yes,No,No,Low
STU-04297,26,Male,Sports Science,4.9,0.6,432.0,9,108,1,8,8.9,5.5,24,75,,Social Media/Trends,15.9,5,Yes,92.6,2,2.78,Yes,Yes,No,Low
STU-04298,54,Male,Computer Science,7.5,5.1,,9,105,8,2,8.9,4.2,15,150,Yes,Entertainment,4.5,4,No,71.7,3,2.59,No,No,Yes,High
STU-04299,37,Male,Education,8.1,2.5,79.0,6,97,2,3,14.2,7.6,48,150,Yes,Gaming,4.5,9,Yes,81.5,8,1.97,Yes,No,No,Low
STU-04300,63,Other,Nursing,6.9,0.3,223.0,8,109,4,3,16.0,2.1,51,150,Yes,Education,4.5,8,Yes,87.8,2,2.28,No,Yes,Yes,Medium
STU-04301,42,Other,Computer Science,5.4,1.1,546.0,9,115,4,8,16.0,3.4,31,150,No,Social Media/Trends,20.5,10,Yes,57.3,6,2.45,Yes,Yes,No,Low
STU-04302,43,Female,Medicine,6.9,1.2,254.0,1,98,5,1,5.4,7.6,54,112,Yes,Education,9.1,2,No,,6,2.64,Yes,Yes,No,Low
STU-04303,30,Other,Medicine,7.1,5.8,431.0,9,93,9,5,7.2,,13,38,No,News,2.3,5,Yes,94.4,3,2.28,No,Yes,Yes,Low
STU-04304,36,Male,Visual Communication Design,8.9,1.7,72.0,9,75,3,2,3.6,5.1,45,38,Yes,Entertainment,9.1,3,No,,3,2.79,Yes,No,No,High
STU-04305,29,Other,Medicine,5.9,3.8,388.0,6,81,7,4,11.6,6.3,14,0,No,Education,0.0,6,Yes,85.0,4,2.23,Yes,Yes,No,Low
STU-04306,31,Female,Education,6.5,4.8,128.0,3,63,9,4,14.2,7.6,52,75,No,Social Media/Trends,4.5,4,No,81.9,1,2.73,No,Yes,No,Low
STU-04307,54,Other,Biology/Science,6.6,4.9,591.0,1,82,1,2,3.6,0.0,0,112,No,News,9.1,10,Yes,69.5,5,2.74,Yes,No,Yes,Low
STU-04309,31,Female,Visual Communication Design,4.0,1.1,545.0,9,110,4,8,8.9,2.5,49,150,Yes,Gaming,15.9,6,Yes,84.0,6,2.44,Yes,Yes,Yes,Low
STU-04310,51,male,Sports Science,3.2,5.6,,3,117,4,6,14.2,0.4,42,0,No,Social Media/Trends,0.0,4,No,77.3,2,1.89,No,No,No,Low
STU-04312,35,Male,Law,7.5,3.6,358.0,1,66,10,2,11.6,4.2,17,75,Yes,Entertainment,4.5,3,No,92.6,4,2.48,Yes,Yes,No,High
STU-04313,33,Male,Computer Science,4.9,1.7,485.0,9,103,3,10,11.6,3.8,18,75,Yes,Education,15.9,4,Yes,87.9,2,2.55,Yes,Yes,No,Low
STU-04314,58,Other,Visual Communication Design,5.3,2.6,142.0,4,108,7,4,14.2,0.4,41,75,No,Education,11.4,6,Yes,68.4,6,2.53,Yes,No,Yes,Low
STU-04315,28,Male,Nursing,8.3,3.6,100.0,6,80,9,3,1.9,5.5,68,75,No,Entertainment,6.8,6,Yes,86.9,7,2.87,Yes,No,No,High
STU-04316,24,Other,Other Program,8.1,2.5,127.0,2,65,1,2,4.5,6.3,32,0,Yes,Social Media/Trends,0.0,2,No,92.0,1,2.73,No,No,Yes,High
STU-04317,36,Female,Visual Communication Design,6.7,2.6,59.0,9,94,4,2,2.8,0.4,38,150,Yes,Gaming,6.8,6,No,74.8,5,2.33,Yes,No,No,Low
STU-04318,51,Male,Sports Science,6.5,0.7,110.0,8,89,10,5,12.5,0.0,43,0,No,Entertainment,11.4,6,Yes,80.8,0,2.24,Yes,No,No,Low
STU-04321,51,Other,Law,6.6,3.1,587.0,2,81,8,3,9.8,0.8,39,0,Yes,Education,4.5,5,Yes,91.0,3,2.23,No,No,Yes,High
STU-04322,54,Other,Law,6.3,4.5,513.0,10,114,9,7,14.2,2.5,27,112,Yes,Education,4.5,2,No,83.8,1,2.54,Yes,Yes,No,High
STU-04323,32,Female,Electrical Engineering,6.7,6.0,,8,79,10,7,1.9,0.4,68,75,Yes,Entertainment,0.0,9,Yes,84.4,7,2.55,No,No,No,Low
STU-04324,32,Other,Law,5.5,0.2,310.0,6,80,5,4,2.8,4.6,18,0,Yes,Entertainment,0.0,5,Yes,75.9,4,2.69,No,No,Yes,High
STU-04325,40,Male,Culinary Arts,8.2,3.5,141.0,2,117,7,1,3.6,8.0,42,0,No,Entertainment,4.5,3,No,78.5,6,2.39,No,Yes,No,Medium
STU-04326,53,Male,Visual Communication Design,6.6,1.4,116.0,8,110,1,5,2.8,2.1,15,0,Yes,Entertainment,2.3,6,Yes,78.4,6,2.43,No,No,No,High
STU-04327,47,Female,Electrical Engineering,8.2,0.7,308.0,1,110,9,1,11.6,0.8,78,150,No,Social Media/Trends,9.1,5,Yes,82.5,5,2.46,Yes,No,Yes,Medium
STU-04328,61,Male,Medicine,6.3,0.3,310.0,5,67,5,3,1.9,5.1,50,150,,Social Media/Trends,0.0,4,Yes,86.1,0,2.4,No,Yes,Yes,Low
STU-04331,61,Male,Medicine,6.2,2.2,285.0,4,78,7,3,3.6,7.2,46,0,Yes,News,2.3,6,Yes,70.1,4,2.37,No,No,Yes,Low
STU-04332,38,Female,Nursing,8.5,0.1,,5,64,10,2,8.1,3.8,18,75,Yes,Social Media/Trends,0.0,8,No,70.8,0,1.89,No,Yes,No,Medium
STU-04333,37,Male,Fine Arts,7.3,3.9,,5,111,10,4,4.5,3.4,42,0,No,Social Media/Trends,0.0,4,Yes,81.3,3,2.53,No,No,No,Medium
STU-04334,46,Male,Biology/Science,6.2,3.7,330.0,9,98,7,6,4.5,2.9,27,112,No,Social Media/Trends,2.3,10,Yes,55.2,5,2.29,Yes,No,No,Low
STU-04335,30,Other,Information Systems,7.3,3.8,335.0,9,81,7,5,12.5,3.8,10,75,No,News,0.0,5,No,68.9,0,2.77,No,No,No,Medium
STU-04336,48,Female,Nursing,5.8,2.0,,10,90,10,5,5.4,3.8,53,150,No,Gaming,9.1,2,No,66.8,3,2.66,Yes,Yes,No,Low
STU-04337,37,Male,Biology/Science,8.1,1.8,271.0,8,95,3,4,1.9,7.2,0,75,No,Entertainment,0.0,5,Yes,84.8,2,1.99,Yes,Yes,No,Low
STU-04338,39,Male,Visual Communication Design,6.4,8.3,219.0,1,66,4,2,8.1,5.1,47,75,No,Social Media/Trends,4.5,6,No,77.7,4,2.14,No,Yes,Yes,Low
STU-04339,52,Female,Biology/Science,7.2,5.7,550.0,2,116,8,3,2.8,3.4,21,150,No,Entertainment,2.3,3,No,69.7,3,2.42,No,No,Yes,Medium
STU-04340,18,female,Education,6.4,4.8,255.0,8,108,6,6,3.6,0.0,5,0,Yes,News,11.4,1,Yes,89.9,3,3.18,Yes,Yes,Yes,High
STU-04341,50,Other,Fine Arts,7.6,5.5,56.0,5,115,6,3,8.1,7.2,75,75,Yes,Social Media/Trends,,5,Yes,71.0,4,2.33,No,No,Yes,Medium
STU-04342,38,Male,Information Systems,6.8,0.3,340.0,9,98,5,5,12.5,4.6,1,75,Yes,News,9.1,6,No,69.0,2,2.33,Yes,Yes,Yes,High
STU-04343,52,Female,Education,7.9,1.0,,5,82,8,3,2.8,0.4,39,0,Yes,Education,6.8,6,No,88.4,3,2.44,No,No,No,High
STU-04344,46,Male,Visual Communication Design,6.4,1.8,158.0,1,67,4,1,15.1,4.6,47,75,No,News,4.5,8,Yes,67.1,3,1.58,Yes,Yes,No,Low
STU-04346,59,Male,Visual Communication Design,5.3,3.6,193.0,1,94,6,3,10.8,7.6,60,38,Yes,Gaming,4.5,10,Yes,79.0,4,2.01,Yes,Yes,No,Low
STU-04349,20,Female,Visual Communication Design,6.5,4.5,205.0,7,76,8,4,16.0,6.3,0,38,,Gaming,2.3,8,Yes,74.9,3,1.92,Yes,No,Yes,Low
STU-04350,18,Female,Biology/Science,7.0,5.4,455.0,5,82,4,2,14.2,0.0,4,112,Yes,News,,7,Yes,67.8,3,1.93,Yes,Yes,No,Medium
STU-04351,28,Other,Nursing,7.4,4.8,219.0,7,91,1,2,12.5,5.9,9,38,Yes,Education,6.8,8,No,78.2,3,2.33,Yes,No,Yes,Medium
STU-04353,51,Male,Other Program,8.1,3.5,3.0,9,62,10,3,1.9,4.2,0,0,Yes,Education,4.5,7,Yes,84.6,1,2.57,No,No,No,High
STU-04355,23,Other,Medicine,8.0,8.4,542.0,8,103,7,5,3.6,1.3,34,0,Yes,Education,0.0,5,Yes,82.0,6,2.62,No,Yes,Yes,Medium
STU-04356,54,Other,Sports Science,7.1,0.6,103.0,9,102,1,5,14.2,2.5,58,75,Yes,Gaming,9.1,8,Yes,60.7,5,2.05,Yes,No,No,Low
STU-04357,44,Male,Visual Communication Design,7.2,0.8,95.0,8,106,6,3,5.4,8.0,15,0,Yes,Gaming,2.3,1,No,88.3,3,2.99,No,Yes,Yes,High
STU-04359,64,Other,Law,7.7,1.8,510.0,1,114,10,1,15.1,6.7,29,150,No,News,9.1,10,Yes,61.3,5,1.73,Yes,Yes,Yes,Low
STU-04360,37,Female,Sports Science,5.9,4.7,130.0,5,98,7,1,8.9,5.5,61,112,Yes,News,6.8,6,Yes,68.5,5,2.31,Yes,No,No,Medium
STU-04361,21,Male,Culinary Arts,7.2,5.4,249.0,4,70,3,1,12.5,0.0,11,75,Yes,,4.5,5,Yes,88.1,4,2.39,No,No,Yes,High
STU-04362,53,Other,Biology/Science,7.8,3.1,388.0,4,104,6,5,2.8,4.2,61,150,Yes,Entertainment,6.8,6,Yes,83.7,2,2.77,Yes,No,No,High
STU-04363,33,Female,Information Systems,7.7,0.5,127.0,4,114,4,3,3.6,3.8,85,150,No,Education,0.0,9,Yes,81.5,5,1.83,No,No,Yes,Low
STU-04364,43,Male,Education,7.5,3.4,50.0,7,62,9,2,12.5,,41,75,Yes,Education,2.3,6,No,89.4,6,2.54,Yes,No,Yes,Medium
STU-04366,48,Other,Education,4.4,1.9,247.0,3,82,10,3,9.8,7.2,0,38,No,Social Media/Trends,4.5,7,No,90.2,0,2.21,Yes,No,Yes,Low
STU-04367,18,Other,Computer Science,7.5,3.1,384.0,8,90,2,5,9.8,5.1,103,0,,Social Media/Trends,4.5,10,Yes,82.7,8,1.97,Yes,Yes,No,Low
STU-04368,36,Male,Fine Arts,5.2,1.3,410.0,9,111,4,9,10.7,5.5,0,150,No,Education,11.4,9,Yes,94.3,4,1.86,Yes,Yes,No,Low
STU-04369,49,Female,Culinary Arts,6.0,4.9,393.0,8,111,10,6,15.1,4.6,27,38,No,Gaming,2.3,9,Yes,74.9,9,2.02,No,Yes,No,Low
STU-04370,27,Female,Visual Communication Design,7.5,0.1,239.0,9,87,7,5,3.6,6.3,14,75,No,Entertainment,6.8,1,Yes,87.2,5,2.86,Yes,Yes,Yes,Medium
STU-04371,25,Other,Culinary Arts,5.5,1.5,,8,90,4,10,11.6,3.8,31,150,No,Entertainment,13.6,3,Yes,77.2,2,2.67,Yes,Yes,No,Low
STU-04372,21,Female,Other Program,8.1,4.2,202.0,5,67,7,3,6.3,1.3,35,38,No,News,0.0,2,No,93.1,2,2.55,No,No,Yes,High
STU-04373,31,Female,Other Program,5.8,1.7,223.0,9,119,10,4,8.9,6.3,34,38,No,News,4.5,6,No,74.7,5,2.34,No,Yes,No,Low
STU-04374,46,Other,Electrical Engineering,6.1,1.0,379.0,6,62,4,6,6.3,5.9,0,75,Yes,News,2.3,9,Yes,87.0,5,1.91,Yes,Yes,Yes,Low
STU-04375,44,Female,Visual Communication Design,7.8,3.3,220.0,2,83,7,3,2.8,3.8,15,150,Yes,Social Media/Trends,11.4,4,No,83.1,3,2.73,Yes,Yes,No,High
STU-04377,50,Other,Electrical Engineering,4.1,4.1,288.0,2,61,3,4,13.4,4.2,22,0,No,News,2.3,8,Yes,69.7,3,2.09,Yes,Yes,No,Low
STU-04378,54,Other,Electrical Engineering,7.0,3.0,474.0,8,104,8,4,3.6,4.2,28,75,Yes,News,0.0,3,Yes,94.0,3,3.34,No,Yes,Yes,High
STU-04379,22,Male,Nursing,4.9,0.4,322.0,9,90,1,8,8.1,8.0,58,112,No,Education,15.9,3,No,82.1,0,2.86,Yes,No,Yes,Low
STU-04381,36,Female,Electrical Engineering,8.1,0.6,,7,87,1,3,12.5,5.9,45,75,Yes,Social Media/Trends,6.8,6,No,83.6,5,2.1,Yes,Yes,Yes,Medium
STU-04382,30,Other,Visual Communication Design,7.8,2.9,294.0,6,96,8,3,13.4,7.6,20,150,No,Entertainment,2.3,6,No,78.2,5,2.07,Yes,Yes,No,Low
STU-04383,59,Other,Electrical Engineering,7.0,0.5,363.0,9,119,3,5,2.8,4.2,69,112,No,,9.1,4,No,77.3,5,2.85,Yes,Yes,No,Low
STU-04384,22,Male,Nursing,8.3,4.9,276.0,10,101,10,3,13.4,0.4,24,112,No,Education,6.8,9,No,76.6,5,1.98,Yes,No,Yes,Low
STU-04385,64,Female,Fine Arts,5.6,0.7,294.0,1,78,10,2,1.0,5.1,59,112,No,Gaming,6.8,8,No,81.6,3,2.17,Yes,No,Yes,Low
STU-04386,30,Other,Computer Science,5.2,0.6,245.0,8,69,2,5,3.6,1.7,25,38,No,Education,0.0,2,No,86.4,0,2.29,No,No,Yes,Low
STU-04388,22,Other,Electrical Engineering,8.7,3.2,592.0,7,73,3,4,10.7,4.2,8,112,No,Entertainment,,6,No,56.4,3,2.57,Yes,No,Yes,Medium
STU-04389,18,Other,Electrical Engineering,7.4,1.5,384.0,8,119,1,4,1.0,7.2,16,112,No,Social Media/Trends,4.5,7,Yes,82.5,6,2.26,No,No,Yes,Low
STU-04390,61,Male,Visual Communication Design,4.6,2.8,117.0,9,106,7,5,14.2,7.2,68,-5,Yes,Education,11.4,7,Yes,76.2,7,2.78,Yes,Yes,No,Low
STU-04391,45,Male,Computer Science,7.2,2.5,319.0,3,103,9,2,3.6,4.2,66,0,Yes,Education,9.1,7,No,74.3,5,2.74,Yes,Yes,No,High
STU-04393,59,Male,Fine Arts,5.4,5.2,268.0,4,94,4,5,1.0,2.9,20,75,Yes,Gaming,4.5,7,No,67.8,6,2.05,No,No,Yes,Medium
STU-04394,55,MALE,Fine Arts,5.9,5.8,,1,117,3,3,1.0,,0,0,No,News,9.1,4,No,70.4,4,2.5,No,No,Yes,Medium
STU-04395,53,Female,Biology/Science,5.4,3.9,315.0,9,74,4,5,15.1,5.1,23,0,Yes,Social Media/Trends,6.8,7,Yes,75.1,9,2.11,Yes,Yes,Yes,Low
STU-04396,64,Other,Sports Science,6.8,3.4,283.0,2,76,8,2,8.9,0.4,41,38,Yes,Gaming,2.3,7,Yes,71.7,1,2.82,No,Yes,Yes,Medium
STU-04397,33,Female,Education,5.5,0.7,474.0,10,116,1,10,13.4,8.0,0,112,Yes,Entertainment,20.5,6,Yes,79.8,1,2.72,No,Yes,Yes,Low
STU-04398,30,Female,Medicine,6.7,4.7,551.0,6,92,7,4,1.9,0.4,49,38,No,Social Media/Trends,4.5,9,Yes,96.1,4,2.31,Yes,Yes,No,Low
STU-04399,20,Other,Education,8.9,3.5,80.0,7,100,5,2,1.9,5.1,46,112,,Social Media/Trends,4.5,8,No,84.7,8,2.33,No,No,No,Low
STU-04401,38,male,Nursing,4.2,5.0,148.0,10,71,3,5,1.0,7.2,8,38,Yes,Social Media/Trends,0.0,4,No,91.4,4,2.18,No,No,Yes,Low
STU-04402,29,Female,Education,7.8,1.6,212.0,3,77,1,2,1.0,5.1,41,75,Yes,News,2.3,8,Yes,79.0,4,2.37,Yes,Yes,No,Medium
STU-04403,60,Other,Law,5.1,4.2,430.0,7,82,2,4,7.2,6.3,48,112,Yes,News,2.3,8,Yes,73.2,8,2.29,No,No,No,Low
STU-04405,59,Female,Fine Arts,6.3,2.3,,5,94,2,5,3.6,,48,0,Yes,Entertainment,20.5,1,No,93.2,1,3.12,Yes,Yes,No,Medium
STU-04406,38,Other,Other Program,6.9,1.7,146.0,3,69,9,2,6.3,5.5,46,112,Yes,News,2.3,3,No,71.9,4,3.18,No,Yes,No,High
STU-04407,28,Male,Information Systems,5.6,2.5,369.0,6,107,1,4,15.1,2.1,25,38,Yes,Gaming,6.8,10,Yes,81.9,7,2.16,Yes,No,No,Low
STU-04408,54,Other,Nursing,6.8,1.4,227.0,10,78,8,6,7.2,2.1,73,150,No,Education,0.0,7,Yes,78.5,7,2.54,No,Yes,Yes,Low
STU-04409,40,Male,Sports Science,5.1,0.5,211.0,9,78,9,4,13.4,4.2,70,112,Yes,Entertainment,6.8,9,Yes,90.6,4,2.06,Yes,Yes,No,Low
STU-04411,25,Other,Fine Arts,6.3,4.3,128.0,3,116,4,1,9.8,3.8,0,75,No,Education,2.3,5,No,88.1,4,2.25,No,No,No,Medium
STU-04412,43,Male,Law,5.4,1.6,494.0,8,111,4,9,8.1,4.2,7,150,No,Education,9.1,5,Yes,94.8,4,2.57,Yes,No,No,Low
STU-04413,42,Other,Visual Communication Design,6.1,1.9,147.0,2,93,7,1,3.6,1.3,17,150,No,Social Media/Trends,9.1,4,No,80.6,1,3.05,Yes,Yes,No,High
STU-04414,59,Female,Sports Science,6.8,1.8,,6,111,7,4,12.5,2.1,45,0,Yes,Entertainment,,4,No,76.2,5,2.47,Yes,Yes,Yes,High
STU-04415,32,Male,Medicine,7.8,2.2,566.0,6,67,1,2,8.9,4.2,31,0,No,Education,0.0,6,No,94.2,3,2.08,Yes,Yes,No,Low
